ID,Class,Skill,Talent Point Cost,Talent Level,Tooltip,Talent Level Necessary,Character Level Necessary
843000,Berserker,Axe counter,1,4,EP Attack Power increases by 116,13,65
843000,Berserker,Axe counter,1,5,EP Attack Power increases by 141,15,65
843000,Berserker,Axe counter,1,6,EP Attack Power increases by 164,17,65
843000,Berserker,Axe counter,1,7,EP Attack Power increases by 186,19,65
843000,Berserker,Axe counter,1,8,EP Attack Power increases by 206,21,65
843000,Berserker,Axe counter,1,9,EP Attack Power increases by 225,23,65
843000,Berserker,Axe counter,1,10,EP Attack Power increases by 243,25,65
843000,Berserker,Axe counter,1,11,EP Attack Power increases by 260,27,65
843000,Berserker,Axe counter,1,12,EP Attack Power increases by 276,29,65
843000,Berserker,Axe counter,1,13,EP Attack Power increases by 291,31,65
843000,Berserker,Axe counter,1,14,EP Attack Power increases by 306,33,65
843000,Berserker,Axe counter,1,15,EP Attack Power increases by 319,35,65
843000,Berserker,Axe counter,1,16,EP Attack Power increases by 332,37,65
843000,Berserker,Axe counter,1,17,EP Attack Power increases by 344,39,65
843000,Berserker,Axe counter,1,18,EP Attack Power increases by 356,41,65
843000,Berserker,Axe counter,1,19,EP Attack Power increases by 367,43,65
843000,Berserker,Axe counter,1,20,EP Attack Power increases by 378,45,65
843000,Berserker,Axe counter,1,21,EP Attack Power increases by 388,47,65
843000,Berserker,Axe counter,1,22,EP Attack Power increases by 398,49,65
843000,Berserker,Axe counter,1,23,EP Attack Power increases by 407,51,65
843000,Berserker,Axe counter,1,24,EP Attack Power increases by 416,53,65
843000,Berserker,Axe counter,1,25,EP Attack Power increases by 425,55,65
843000,Berserker,Axe counter,1,26,EP Attack Power increases by 434,57,65
843000,Berserker,Axe counter,1,27,EP Attack Power increases by 442,59,65
843000,Berserker,Axe counter,1,28,EP Attack Power increases by 450,61,65
843000,Berserker,Axe counter,1,29,EP Attack Power increases by 458,63,65
843000,Berserker,Axe counter,1,30,EP Attack Power increases by 465,65,65
843000,Berserker,Axe counter,1,31,EP Attack Power increases by 473,67,65
843000,Berserker,Axe counter,1,32,EP Attack Power increases by 480,69,65
843000,Berserker,Axe counter,1,33,EP Attack Power increases by 487,71,65
843000,Berserker,Axe counter,1,34,EP Attack Power increases by 494,73,65
843000,Berserker,Axe counter,1,35,EP Attack Power increases by 501,75,65
843000,Berserker,Axe counter,1,36,EP Attack Power increases by 508,77,65
843000,Berserker,Axe counter,1,37,EP Attack Power increases by 514,79,65
843000,Berserker,Axe counter,1,38,EP Attack Power increases by 521,81,65
843000,Berserker,Axe counter,1,39,EP Attack Power increases by 528,83,65
843000,Berserker,Axe counter,1,40,EP Attack Power increases by 534,85,65
843000,Berserker,Axe counter,1,41,EP Attack Power increases by 541,87,65
843000,Berserker,Axe counter,1,42,EP Attack Power increases by 547,89,65
843000,Berserker,Axe counter,1,43,EP Attack Power increases by 553,91,65
843000,Berserker,Axe counter,1,44,EP Attack Power increases by 560,93,65
843000,Berserker,Axe counter,1,45,EP Attack Power increases by 566,95,65
843000,Berserker,Axe counter,1,46,EP Attack Power increases by 572,97,65
843000,Berserker,Axe counter,1,47,EP Attack Power increases by 578,99,65
843000,Berserker,Axe counter,1,48,EP Attack Power increases by 584,101,65
843000,Berserker,Axe counter,1,49,EP Attack Power increases by 591,103,65
843000,Berserker,Axe counter,1,50,EP Attack Power increases by 597,105,65
843000,Berserker,Axe counter,1,51,EP Attack Power increases by 603,107,65
843000,Berserker,Axe counter,1,52,EP Attack Power increases by 609,109,65
843000,Berserker,Axe counter,1,53,EP Attack Power increases by 615,111,65
843000,Berserker,Axe counter,1,54,EP Attack Power increases by 621,113,65
843000,Berserker,Axe counter,1,55,EP Attack Power increases by 627,115,65
843000,Berserker,Axe counter,1,56,EP Attack Power increases by 633,117,65
843000,Berserker,Axe counter,1,57,EP Attack Power increases by 639,119,65
843000,Berserker,Axe counter,1,58,EP Attack Power increases by 645,121,65
843000,Berserker,Axe counter,1,59,EP Attack Power increases by 651,123,65
843000,Berserker,Axe counter,1,60,EP Attack Power increases by 657,125,65
843000,Berserker,Axe counter,1,61,EP Attack Power increases by 663,127,65
843000,Berserker,Axe counter,1,62,EP Attack Power increases by 669,129,65
843000,Berserker,Axe counter,1,63,EP Attack Power increases by 675,131,65
843000,Berserker,Axe counter,1,64,EP Attack Power increases by 681,133,65
843000,Berserker,Axe counter,1,65,EP Attack Power increases by 687,135,65
843000,Berserker,Axe counter,1,66,EP Attack Power increases by 693,137,65
843000,Berserker,Axe counter,1,67,EP Attack Power increases by 699,139,65
843000,Berserker,Axe counter,1,68,EP Attack Power increases by 705,141,65
843000,Berserker,Axe counter,1,69,EP Attack Power increases by 711,143,65
843000,Berserker,Axe counter,1,70,EP Attack Power increases by 717,145,65
843000,Berserker,Axe counter,1,71,EP Attack Power increases by 723,147,65
843000,Berserker,Axe counter,1,72,EP Attack Power increases by 729,149,65
843000,Berserker,Axe counter,1,73,EP Attack Power increases by 735,151,65
843000,Berserker,Axe counter,1,74,EP Attack Power increases by 741,153,65
843000,Berserker,Axe counter,1,75,EP Attack Power increases by 747,155,65
843000,Berserker,Axe counter,1,76,EP Attack Power increases by 753,157,65
843000,Berserker,Axe counter,1,77,EP Attack Power increases by 759,159,65
843000,Berserker,Axe counter,1,78,EP Attack Power increases by 765,161,65
843000,Berserker,Axe counter,1,79,EP Attack Power increases by 771,163,65
843000,Berserker,Axe counter,1,80,EP Attack Power increases by 777,165,65
843000,Berserker,Axe counter,1,81,EP Attack Power increases by 783,167,65
843000,Berserker,Axe counter,1,82,EP Attack Power increases by 789,169,65
843000,Berserker,Axe counter,1,83,EP Attack Power increases by 795,171,65
843000,Berserker,Axe counter,1,84,EP Attack Power increases by 801,173,65
843000,Berserker,Axe counter,1,85,EP Attack Power increases by 807,175,65
843000,Berserker,Axe counter,1,86,EP Attack Power increases by 813,177,65
843000,Berserker,Axe counter,1,87,EP Attack Power increases by 819,179,65
843000,Berserker,Axe counter,1,88,EP Attack Power increases by 825,181,65
843000,Berserker,Axe counter,1,89,EP Attack Power increases by 831,183,65
843000,Berserker,Axe counter,1,90,EP Attack Power increases by 837,185,65
843000,Berserker,Axe counter,1,91,EP Attack Power increases by 843,187,65
843000,Berserker,Axe counter,1,92,EP Attack Power increases by 849,189,65
843000,Berserker,Axe counter,1,93,EP Attack Power increases by 855,191,65
843000,Berserker,Axe counter,1,94,EP Attack Power increases by 861,193,65
843000,Berserker,Axe counter,1,95,EP Attack Power increases by 867,195,65
843000,Berserker,Axe counter,1,96,EP Attack Power increases by 873,197,65
843000,Berserker,Axe counter,1,97,EP Attack Power increases by 879,199,65
843000,Berserker,Axe counter,1,98,EP Attack Power increases by 885,201,65
843000,Berserker,Axe counter,1,99,EP Attack Power increases by 891,203,65
843020,Berserker,Axe counter,1,1,Resets cooldown by 6% chance,17,65
843020,Berserker,Axe counter,1,2,Resets cooldown by 7% chance,22,65
843020,Berserker,Axe counter,1,3,Resets cooldown by 8% chance,27,65
843020,Berserker,Axe counter,1,4,Resets cooldown by 9% chance,32,65
843020,Berserker,Axe counter,1,5,Resets cooldown by 10% chance,37,65
843020,Berserker,Axe counter,2,6,Resets cooldown by 11% chance,42,65
843020,Berserker,Axe counter,2,7,Resets cooldown by 12% chance,47,65
843020,Berserker,Axe counter,2,8,Resets cooldown by 13% chance,52,65
843020,Berserker,Axe counter,2,9,Resets cooldown by 14% chance,57,65
843020,Berserker,Axe counter,2,10,Resets cooldown by 15% chance,62,65
843020,Berserker,Axe counter,3,11,Resets cooldown by 16% chance,67,65
843020,Berserker,Axe counter,3,12,Resets cooldown by 17% chance,72,65
843020,Berserker,Axe counter,3,13,Resets cooldown by 18% chance,77,65
843020,Berserker,Axe counter,3,14,Resets cooldown by 19% chance,82,65
843020,Berserker,Axe counter,3,15,Resets cooldown by 20% chance,87,65
843100,Berserker,Overwhelm,1,1,EP Attack Power increases by 32,6,65
843100,Berserker,Overwhelm,1,2,EP Attack Power increases by 62,8,65
843100,Berserker,Overwhelm,1,3,EP Attack Power increases by 90,10,65
843100,Berserker,Overwhelm,1,4,EP Attack Power increases by 116,12,65
843100,Berserker,Overwhelm,1,5,EP Attack Power increases by 141,14,65
843100,Berserker,Overwhelm,1,6,EP Attack Power increases by 164,16,65
843100,Berserker,Overwhelm,1,7,EP Attack Power increases by 186,18,65
843100,Berserker,Overwhelm,1,8,EP Attack Power increases by 206,20,65
843100,Berserker,Overwhelm,1,9,EP Attack Power increases by 225,22,65
843100,Berserker,Overwhelm,1,10,EP Attack Power increases by 243,24,65
843100,Berserker,Overwhelm,1,11,EP Attack Power increases by 260,26,65
843100,Berserker,Overwhelm,1,12,EP Attack Power increases by 276,28,65
843100,Berserker,Overwhelm,1,13,EP Attack Power increases by 291,30,65
843100,Berserker,Overwhelm,1,14,EP Attack Power increases by 306,32,65
843100,Berserker,Overwhelm,1,15,EP Attack Power increases by 319,34,65
843100,Berserker,Overwhelm,1,16,EP Attack Power increases by 332,36,65
843100,Berserker,Overwhelm,1,17,EP Attack Power increases by 344,38,65
843100,Berserker,Overwhelm,1,18,EP Attack Power increases by 356,40,65
843100,Berserker,Overwhelm,1,19,EP Attack Power increases by 367,42,65
843100,Berserker,Overwhelm,1,20,EP Attack Power increases by 378,44,65
843100,Berserker,Overwhelm,1,21,EP Attack Power increases by 388,46,65
843100,Berserker,Overwhelm,1,22,EP Attack Power increases by 398,48,65
843100,Berserker,Overwhelm,1,23,EP Attack Power increases by 407,50,65
843100,Berserker,Overwhelm,1,24,EP Attack Power increases by 416,52,65
843100,Berserker,Overwhelm,1,25,EP Attack Power increases by 425,54,65
843100,Berserker,Overwhelm,1,26,EP Attack Power increases by 434,56,65
843100,Berserker,Overwhelm,1,27,EP Attack Power increases by 442,58,65
843100,Berserker,Overwhelm,1,28,EP Attack Power increases by 450,60,65
843100,Berserker,Overwhelm,1,29,EP Attack Power increases by 458,62,65
843100,Berserker,Overwhelm,1,30,EP Attack Power increases by 465,64,65
843100,Berserker,Overwhelm,1,31,EP Attack Power increases by 473,66,65
843100,Berserker,Overwhelm,1,32,EP Attack Power increases by 480,68,65
843100,Berserker,Overwhelm,1,33,EP Attack Power increases by 487,70,65
843100,Berserker,Overwhelm,1,34,EP Attack Power increases by 494,72,65
843100,Berserker,Overwhelm,1,35,EP Attack Power increases by 501,74,65
843100,Berserker,Overwhelm,1,36,EP Attack Power increases by 508,76,65
843100,Berserker,Overwhelm,1,37,EP Attack Power increases by 514,78,65
843100,Berserker,Overwhelm,1,38,EP Attack Power increases by 521,80,65
843100,Berserker,Overwhelm,1,39,EP Attack Power increases by 528,82,65
843100,Berserker,Overwhelm,1,40,EP Attack Power increases by 534,84,65
843100,Berserker,Overwhelm,1,41,EP Attack Power increases by 541,86,65
843100,Berserker,Overwhelm,1,42,EP Attack Power increases by 547,88,65
843100,Berserker,Overwhelm,1,43,EP Attack Power increases by 553,90,65
843100,Berserker,Overwhelm,1,44,EP Attack Power increases by 560,92,65
843100,Berserker,Overwhelm,1,45,EP Attack Power increases by 566,94,65
843100,Berserker,Overwhelm,1,46,EP Attack Power increases by 572,96,65
843100,Berserker,Overwhelm,1,47,EP Attack Power increases by 578,98,65
843100,Berserker,Overwhelm,1,48,EP Attack Power increases by 584,100,65
843100,Berserker,Overwhelm,1,49,EP Attack Power increases by 591,102,65
843100,Berserker,Overwhelm,1,50,EP Attack Power increases by 597,104,65
843100,Berserker,Overwhelm,1,51,EP Attack Power increases by 603,106,65
843100,Berserker,Overwhelm,1,52,EP Attack Power increases by 609,108,65
843100,Berserker,Overwhelm,1,53,EP Attack Power increases by 615,110,65
843100,Berserker,Overwhelm,1,54,EP Attack Power increases by 621,112,65
843100,Berserker,Overwhelm,1,55,EP Attack Power increases by 627,114,65
843100,Berserker,Overwhelm,1,56,EP Attack Power increases by 633,116,65
843100,Berserker,Overwhelm,1,57,EP Attack Power increases by 639,118,65
843100,Berserker,Overwhelm,1,58,EP Attack Power increases by 645,120,65
843100,Berserker,Overwhelm,1,59,EP Attack Power increases by 651,122,65
843100,Berserker,Overwhelm,1,60,EP Attack Power increases by 657,124,65
843100,Berserker,Overwhelm,1,61,EP Attack Power increases by 663,126,65
843100,Berserker,Overwhelm,1,62,EP Attack Power increases by 669,128,65
843100,Berserker,Overwhelm,1,63,EP Attack Power increases by 675,130,65
843100,Berserker,Overwhelm,1,64,EP Attack Power increases by 681,132,65
843100,Berserker,Overwhelm,1,65,EP Attack Power increases by 687,134,65
843100,Berserker,Overwhelm,1,66,EP Attack Power increases by 693,136,65
843100,Berserker,Overwhelm,1,67,EP Attack Power increases by 699,138,65
843100,Berserker,Overwhelm,1,68,EP Attack Power increases by 705,140,65
843100,Berserker,Overwhelm,1,69,EP Attack Power increases by 711,142,65
843100,Berserker,Overwhelm,1,70,EP Attack Power increases by 717,144,65
843100,Berserker,Overwhelm,1,71,EP Attack Power increases by 723,146,65
843100,Berserker,Overwhelm,1,72,EP Attack Power increases by 729,148,65
843100,Berserker,Overwhelm,1,73,EP Attack Power increases by 735,150,65
843100,Berserker,Overwhelm,1,74,EP Attack Power increases by 741,152,65
843100,Berserker,Overwhelm,1,75,EP Attack Power increases by 747,154,65
843100,Berserker,Overwhelm,1,76,EP Attack Power increases by 753,156,65
843100,Berserker,Overwhelm,1,77,EP Attack Power increases by 759,158,65
843100,Berserker,Overwhelm,1,78,EP Attack Power increases by 765,160,65
843100,Berserker,Overwhelm,1,79,EP Attack Power increases by 771,162,65
843100,Berserker,Overwhelm,1,80,EP Attack Power increases by 777,164,65
843100,Berserker,Overwhelm,1,81,EP Attack Power increases by 783,166,65
843100,Berserker,Overwhelm,1,82,EP Attack Power increases by 789,168,65
843100,Berserker,Overwhelm,1,83,EP Attack Power increases by 795,170,65
843100,Berserker,Overwhelm,1,84,EP Attack Power increases by 801,172,65
843100,Berserker,Overwhelm,1,85,EP Attack Power increases by 807,174,65
843100,Berserker,Overwhelm,1,86,EP Attack Power increases by 813,176,65
843100,Berserker,Overwhelm,1,87,EP Attack Power increases by 819,178,65
843100,Berserker,Overwhelm,1,88,EP Attack Power increases by 825,180,65
843100,Berserker,Overwhelm,1,89,EP Attack Power increases by 831,182,65
843100,Berserker,Overwhelm,1,90,EP Attack Power increases by 837,184,65
843100,Berserker,Overwhelm,1,91,EP Attack Power increases by 843,186,65
843100,Berserker,Overwhelm,1,92,EP Attack Power increases by 849,188,65
843100,Berserker,Overwhelm,1,93,EP Attack Power increases by 855,190,65
843100,Berserker,Overwhelm,1,94,EP Attack Power increases by 861,192,65
843100,Berserker,Overwhelm,1,95,EP Attack Power increases by 867,194,65
843100,Berserker,Overwhelm,1,96,EP Attack Power increases by 873,196,65
843100,Berserker,Overwhelm,1,97,EP Attack Power increases by 879,198,65
843100,Berserker,Overwhelm,1,98,EP Attack Power increases by 885,200,65
843100,Berserker,Overwhelm,1,99,EP Attack Power increases by 891,202,65
843120,Berserker,Overwhelm,1,1,Movement Speed decreases by 1% and gives periodic damage of 0.5%( 1000 max) of max HP every second by 10% chance when successfully hitting target,12,65
843120,Berserker,Overwhelm,1,2,Movement Speed decreases by 2% and gives periodic damage of 0.7%( 1400 max) of max HP every second by 10% chance when successfully hitting target,17,65
843120,Berserker,Overwhelm,1,3,Movement Speed decreases by 3% and gives periodic damage of 0.9%( 1800 max) of max HP every second by 10% chance when successfully hitting target,22,65
843120,Berserker,Overwhelm,1,4,Movement Speed decreases by 4% and gives periodic damage of 42736%( 2200 max) of max HP every second by 10% chance when successfully hitting target,27,65
843120,Berserker,Overwhelm,1,5,Movement Speed decreases by 5% and gives periodic damage of 42795%( 2600 max) of max HP every second by 10% chance when successfully hitting target,32,65
843120,Berserker,Overwhelm,2,6,Movement Speed decreases by 6% and gives periodic damage of 42856%( 3000 max) of max HP every second by 10% chance when successfully hitting target,37,65
843120,Berserker,Overwhelm,2,7,Movement Speed decreases by 7% and gives periodic damage of 42917%( 3400 max) of max HP every second by 10% chance when successfully hitting target,42,65
843120,Berserker,Overwhelm,2,8,Movement Speed decreases by 8% and gives periodic damage of 42979%( 3800 max) of max HP every second by 10% chance when successfully hitting target,47,65
843120,Berserker,Overwhelm,2,9,Movement Speed decreases by 9% and gives periodic damage of 2%( 4000 max) of max HP every second by 10% chance when successfully hitting target,52,65
843120,Berserker,Overwhelm,2,10,Movement Speed decreases by 10% and gives periodic damage of 2%( 4000 max) of max HP every second by 10% chance when successfully hitting target,57,65
843120,Berserker,Overwhelm,3,11,Movement Speed decreases by 10% and gives periodic damage of 2%( 4000 max) of max HP every second by 12% chance when successfully hitting target,62,65
843120,Berserker,Overwhelm,3,12,Movement Speed decreases by 10% and gives periodic damage of 2%( 4000 max) of max HP every second by 14% chance when successfully hitting target,67,65
843120,Berserker,Overwhelm,3,13,Movement Speed decreases by 10% and gives periodic damage of 2%( 4000 max) of max HP every second by 16% chance when successfully hitting target,72,65
843120,Berserker,Overwhelm,3,14,Movement Speed decreases by 10% and gives periodic damage of 2%( 4000 max) of max HP every second by 18% chance when successfully hitting target,77,65
843120,Berserker,Overwhelm,3,15,Movement Speed decreases by 10% and gives periodic damage of 2%( 4000 max) of max HP every second by 20% chance when successfully hitting target,82,65
843120,Berserker,Overwhelm,4,16,Movement Speed decreases by 10% and gives periodic damage of 2%( 4000 max) of max HP every second by 22% chance when successfully hitting target,87,65
843120,Berserker,Overwhelm,4,17,Movement Speed decreases by 10% and gives periodic damage of 2%( 4000 max) of max HP every second by 24% chance when successfully hitting target,92,65
843120,Berserker,Overwhelm,4,18,Movement Speed decreases by 10% and gives periodic damage of 2%( 4000 max) of max HP every second by 26% chance when successfully hitting target,97,65
843120,Berserker,Overwhelm,4,19,Movement Speed decreases by 10% and gives periodic damage of 2%( 4000 max) of max HP every second by 28% chance when successfully hitting target,102,65
843120,Berserker,Overwhelm,4,20,Movement Speed decreases by 10% and gives periodic damage of 2%( 4000 max) of max HP every second by 30% chance when successfully hitting target,107,65
843200,Berserker,Punishing strike,1,1,EP Attack Power increases by 32,5,65
843200,Berserker,Punishing strike,1,2,EP Attack Power increases by 62,7,65
843200,Berserker,Punishing strike,1,3,EP Attack Power increases by 90,9,65
843200,Berserker,Punishing strike,1,4,EP Attack Power increases by 116,11,65
843200,Berserker,Punishing strike,1,5,EP Attack Power increases by 141,13,65
843200,Berserker,Punishing strike,1,6,EP Attack Power increases by 164,15,65
843200,Berserker,Punishing strike,1,7,EP Attack Power increases by 186,17,65
843200,Berserker,Punishing strike,1,8,EP Attack Power increases by 206,19,65
843200,Berserker,Punishing strike,1,9,EP Attack Power increases by 225,21,65
843200,Berserker,Punishing strike,1,10,EP Attack Power increases by 243,23,65
843200,Berserker,Punishing strike,1,11,EP Attack Power increases by 260,25,65
843200,Berserker,Punishing strike,1,12,EP Attack Power increases by 276,27,65
843200,Berserker,Punishing strike,1,13,EP Attack Power increases by 291,29,65
843200,Berserker,Punishing strike,1,14,EP Attack Power increases by 306,31,65
843200,Berserker,Punishing strike,1,15,EP Attack Power increases by 319,33,65
843200,Berserker,Punishing strike,1,16,EP Attack Power increases by 332,35,65
843200,Berserker,Punishing strike,1,17,EP Attack Power increases by 344,37,65
843200,Berserker,Punishing strike,1,18,EP Attack Power increases by 356,39,65
843200,Berserker,Punishing strike,1,19,EP Attack Power increases by 367,41,65
843200,Berserker,Punishing strike,1,20,EP Attack Power increases by 378,43,65
843200,Berserker,Punishing strike,1,21,EP Attack Power increases by 388,45,65
843200,Berserker,Punishing strike,1,22,EP Attack Power increases by 398,47,65
843200,Berserker,Punishing strike,1,23,EP Attack Power increases by 407,49,65
843200,Berserker,Punishing strike,1,24,EP Attack Power increases by 416,51,65
843200,Berserker,Punishing strike,1,25,EP Attack Power increases by 425,53,65
843200,Berserker,Punishing strike,1,26,EP Attack Power increases by 434,55,65
843200,Berserker,Punishing strike,1,27,EP Attack Power increases by 442,57,65
843200,Berserker,Punishing strike,1,28,EP Attack Power increases by 450,59,65
843200,Berserker,Punishing strike,1,29,EP Attack Power increases by 458,61,65
843200,Berserker,Punishing strike,1,30,EP Attack Power increases by 465,63,65
843200,Berserker,Punishing strike,1,31,EP Attack Power increases by 473,65,65
843200,Berserker,Punishing strike,1,32,EP Attack Power increases by 480,67,65
843200,Berserker,Punishing strike,1,33,EP Attack Power increases by 487,69,65
843200,Berserker,Punishing strike,1,34,EP Attack Power increases by 494,71,65
843200,Berserker,Punishing strike,1,35,EP Attack Power increases by 501,73,65
843200,Berserker,Punishing strike,1,36,EP Attack Power increases by 508,75,65
843200,Berserker,Punishing strike,1,37,EP Attack Power increases by 514,77,65
843200,Berserker,Punishing strike,1,38,EP Attack Power increases by 521,79,65
843200,Berserker,Punishing strike,1,39,EP Attack Power increases by 528,81,65
843200,Berserker,Punishing strike,1,40,EP Attack Power increases by 534,83,65
843200,Berserker,Punishing strike,1,41,EP Attack Power increases by 541,85,65
843200,Berserker,Punishing strike,1,42,EP Attack Power increases by 547,87,65
843200,Berserker,Punishing strike,1,43,EP Attack Power increases by 553,89,65
843200,Berserker,Punishing strike,1,44,EP Attack Power increases by 560,91,65
843200,Berserker,Punishing strike,1,45,EP Attack Power increases by 566,93,65
843200,Berserker,Punishing strike,1,46,EP Attack Power increases by 572,95,65
843200,Berserker,Punishing strike,1,47,EP Attack Power increases by 578,97,65
843200,Berserker,Punishing strike,1,48,EP Attack Power increases by 584,99,65
843200,Berserker,Punishing strike,1,49,EP Attack Power increases by 591,101,65
843200,Berserker,Punishing strike,1,50,EP Attack Power increases by 597,103,65
843200,Berserker,Punishing strike,1,51,EP Attack Power increases by 603,105,65
843200,Berserker,Punishing strike,1,52,EP Attack Power increases by 609,107,65
843200,Berserker,Punishing strike,1,53,EP Attack Power increases by 615,109,65
843200,Berserker,Punishing strike,1,54,EP Attack Power increases by 621,111,65
843200,Berserker,Punishing strike,1,55,EP Attack Power increases by 627,113,65
843200,Berserker,Punishing strike,1,56,EP Attack Power increases by 633,115,65
843200,Berserker,Punishing strike,1,57,EP Attack Power increases by 639,117,65
843200,Berserker,Punishing strike,1,58,EP Attack Power increases by 645,119,65
843200,Berserker,Punishing strike,1,59,EP Attack Power increases by 651,121,65
843200,Berserker,Punishing strike,1,60,EP Attack Power increases by 657,123,65
843200,Berserker,Punishing strike,1,61,EP Attack Power increases by 663,125,65
843200,Berserker,Punishing strike,1,62,EP Attack Power increases by 669,127,65
843200,Berserker,Punishing strike,1,63,EP Attack Power increases by 675,129,65
843200,Berserker,Punishing strike,1,64,EP Attack Power increases by 681,131,65
843200,Berserker,Punishing strike,1,65,EP Attack Power increases by 687,133,65
843200,Berserker,Punishing strike,1,66,EP Attack Power increases by 693,135,65
843200,Berserker,Punishing strike,1,67,EP Attack Power increases by 699,137,65
843200,Berserker,Punishing strike,1,68,EP Attack Power increases by 705,139,65
843200,Berserker,Punishing strike,1,69,EP Attack Power increases by 711,141,65
843200,Berserker,Punishing strike,1,70,EP Attack Power increases by 717,143,65
843200,Berserker,Punishing strike,1,71,EP Attack Power increases by 723,145,65
843200,Berserker,Punishing strike,1,72,EP Attack Power increases by 729,147,65
843200,Berserker,Punishing strike,1,73,EP Attack Power increases by 735,149,65
843200,Berserker,Punishing strike,1,74,EP Attack Power increases by 741,151,65
843200,Berserker,Punishing strike,1,75,EP Attack Power increases by 747,153,65
843200,Berserker,Punishing strike,1,76,EP Attack Power increases by 753,155,65
843200,Berserker,Punishing strike,1,77,EP Attack Power increases by 759,157,65
843200,Berserker,Punishing strike,1,78,EP Attack Power increases by 765,159,65
843200,Berserker,Punishing strike,1,79,EP Attack Power increases by 771,161,65
843200,Berserker,Punishing strike,1,80,EP Attack Power increases by 777,163,65
843200,Berserker,Punishing strike,1,81,EP Attack Power increases by 783,165,65
843200,Berserker,Punishing strike,1,82,EP Attack Power increases by 789,167,65
843200,Berserker,Punishing strike,1,83,EP Attack Power increases by 795,169,65
843200,Berserker,Punishing strike,1,84,EP Attack Power increases by 801,171,65
843200,Berserker,Punishing strike,1,85,EP Attack Power increases by 807,173,65
843200,Berserker,Punishing strike,1,86,EP Attack Power increases by 813,175,65
843200,Berserker,Punishing strike,1,87,EP Attack Power increases by 819,177,65
843200,Berserker,Punishing strike,1,88,EP Attack Power increases by 825,179,65
843200,Berserker,Punishing strike,1,89,EP Attack Power increases by 831,181,65
843200,Berserker,Punishing strike,1,90,EP Attack Power increases by 837,183,65
843200,Berserker,Punishing strike,1,91,EP Attack Power increases by 843,185,65
843200,Berserker,Punishing strike,1,92,EP Attack Power increases by 849,187,65
843200,Berserker,Punishing strike,1,93,EP Attack Power increases by 855,189,65
843200,Berserker,Punishing strike,1,94,EP Attack Power increases by 861,191,65
843200,Berserker,Punishing strike,1,95,EP Attack Power increases by 867,193,65
843200,Berserker,Punishing strike,1,96,EP Attack Power increases by 873,195,65
843200,Berserker,Punishing strike,1,97,EP Attack Power increases by 879,197,65
843200,Berserker,Punishing strike,1,98,EP Attack Power increases by 885,199,65
843200,Berserker,Punishing strike,1,99,EP Attack Power increases by 891,201,65
850200,Sorcerer,Ice needle,1,1,EP Attack Power increases by 32,4,10
850200,Sorcerer,Ice needle,1,2,EP Attack Power increases by 62,6,10
850200,Sorcerer,Ice needle,1,3,EP Attack Power increases by 90,8,10
850200,Sorcerer,Ice needle,1,4,EP Attack Power increases by 116,10,10
850200,Sorcerer,Ice needle,1,5,EP Attack Power increases by 141,12,10
850200,Sorcerer,Ice needle,1,6,EP Attack Power increases by 164,14,10
850200,Sorcerer,Ice needle,1,7,EP Attack Power increases by 186,16,10
850200,Sorcerer,Ice needle,1,8,EP Attack Power increases by 206,18,10
850200,Sorcerer,Ice needle,1,9,EP Attack Power increases by 225,20,10
850200,Sorcerer,Ice needle,1,10,EP Attack Power increases by 243,22,10
850200,Sorcerer,Ice needle,1,11,EP Attack Power increases by 260,24,10
850200,Sorcerer,Ice needle,1,12,EP Attack Power increases by 276,26,10
850200,Sorcerer,Ice needle,1,13,EP Attack Power increases by 291,28,10
850200,Sorcerer,Ice needle,1,14,EP Attack Power increases by 306,30,10
850200,Sorcerer,Ice needle,1,15,EP Attack Power increases by 319,32,10
850200,Sorcerer,Ice needle,1,16,EP Attack Power increases by 332,34,10
850200,Sorcerer,Ice needle,1,17,EP Attack Power increases by 344,36,10
850200,Sorcerer,Ice needle,1,18,EP Attack Power increases by 356,38,10
850200,Sorcerer,Ice needle,1,19,EP Attack Power increases by 367,40,10
850200,Sorcerer,Ice needle,1,20,EP Attack Power increases by 378,42,10
850200,Sorcerer,Ice needle,1,21,EP Attack Power increases by 388,44,10
850200,Sorcerer,Ice needle,1,22,EP Attack Power increases by 398,46,10
850200,Sorcerer,Ice needle,1,23,EP Attack Power increases by 407,48,10
850200,Sorcerer,Ice needle,1,24,EP Attack Power increases by 416,50,10
850200,Sorcerer,Ice needle,1,25,EP Attack Power increases by 425,52,10
850200,Sorcerer,Ice needle,1,26,EP Attack Power increases by 434,54,10
850200,Sorcerer,Ice needle,1,27,EP Attack Power increases by 442,56,10
850200,Sorcerer,Ice needle,1,28,EP Attack Power increases by 450,58,10
850200,Sorcerer,Ice needle,1,29,EP Attack Power increases by 458,60,10
850200,Sorcerer,Ice needle,1,30,EP Attack Power increases by 465,62,10
850200,Sorcerer,Ice needle,1,31,EP Attack Power increases by 473,64,10
850200,Sorcerer,Ice needle,1,32,EP Attack Power increases by 480,66,10
850200,Sorcerer,Ice needle,1,33,EP Attack Power increases by 487,68,10
850200,Sorcerer,Ice needle,1,34,EP Attack Power increases by 494,70,10
850200,Sorcerer,Ice needle,1,35,EP Attack Power increases by 501,72,10
850200,Sorcerer,Ice needle,1,36,EP Attack Power increases by 508,74,10
850200,Sorcerer,Ice needle,1,37,EP Attack Power increases by 514,76,10
